ItemID,Frequency
N25949-1,119
N33630-1,119
N57651-1,119
N26705-0,119
N56016-0,119
N3102-0,119
N39663-0,119
N55186-1,119
N49548-0,119
N1019-1,119
N24180-1,119
N13087-0,119
N12608-1,118
N3401-0,118
N12052-0,118
N52991-0,118
N12731-1,118
N45159-0,118
N31748-0,118
N46992-1,118
N27238-0,118
N14677-0,117
N55714-1,117
N45660-1,117
N64542-1,117
N9989-0,117
N13981-1,117
N60770-0,117
N28188-1,117
N21077-1,117
N32058-0,117
N12140-0,117
N17009-0,116
N22546-0,116
N3312-0,116
N61844-0,116
N43595-1,116
N10101-0,116
N20660-0,116
N21535-0,116
N53291-0,116
N16000-0,116
N56598-1,116
N23577-0,116
N55940-1,116
N10097-0,116
N37214-0,116
N26251-0,115
N63268-0,115
N63135-0,115
N55261-0,115
N26673-1,115
N43710-0,115
N43073-1,115
N24097-0,115
N51954-1,115
N41222-1,115
N499-0,115
N33844-0,114
N17031-1,114
N40300-1,114
N58540-0,114
N50422-0,114
N9136-0,114
N62532-0,114
N10272-1,114
N32567-1,114
N32010-1,113
N11899-0,113
N29918-0,113
N4369-0,113
N12085-0,113
N55434-0,113
N50508-0,113
N51099-0,113
N27079-1,113
N2205-0,113
N60374-1,113
N24767-0,113
N55558-0,113
N36584-0,113
N6099-1,113
N63583-1,113
N54125-1,113
N55837-0,113
N15269-1,113
N63943-0,112
N65230-0,112
N28047-1,112
N51187-1,112
N3469-0,112
N23452-0,112
N14266-0,112
N59905-0,112
N19683-0,111
N56892-0,111
N48473-1,111
N5736-0,111
N44764-0,111
N24157-1,111
N21539-0,111
N32159-0,111
N61817-0,111
N51772-0,110
N63293-0,110
N3677-0,110
N11826-0,110
N64560-0,110
N54499-0,110
N19270-0,110
N61162-0,110
N15279-1,110
N19885-0,109
N20242-0,109
N18851-0,109
N43030-0,109
N23110-0,109
N26331-1,109
N28523-1,109
N14666-0,109
N12059-0,109
N10470-0,109
N38697-1,109
N24779-0,108
N20187-0,108
N37020-0,108
N4143-0,108
N38309-1,108
N3174-0,108
N34998-1,108
N2810-0,108
N42767-0,108
N27789-1,108
N15748-0,108
N43432-1,108
N57132-1,108
N11379-0,108
N41757-1,108
N20954-1,107
N12283-0,107
N63044-0,107
N36336-0,107
N33655-0,107
N37751-0,107
N15719-1,107
N32841-0,107
N37660-0,107
N25988-0,107
N52837-0,107
N39204-0,107
N41224-1,106
N37744-0,106
N19477-0,106
N32428-0,106
N37377-1,106
N51990-0,106
N28445-0,106
N7301-0,106
N17448-0,106
N27192-0,106
N23513-0,106
N65045-0,106
N24440-0,106
N3084-0,106
N32600-0,106
N52294-1,106
N17183-0,106
N50587-0,106
N36660-1,105
N61404-1,105
N54227-0,105
N36926-0,105
N61483-1,105
N20112-0,105
N9475-1,105
N24358-0,105
N61787-1,105
N29385-0,105
N27961-1,105
N4754-1,105
N17831-0,105
N53697-0,105
N33240-1,105
N57258-0,104
N57248-0,104
N39601-0,104
N8817-0,104
N21701-1,104
N55606-1,104
N55504-0,104
N11510-0,104
N22975-1,104
N19491-0,104
N64263-0,104
N33979-0,104
N279-1,104
N45016-1,104
N38020-0,104
N61571-1,103
N18771-0,103
N6693-1,103
N11162-0,103
N18850-0,103
N55632-0,103
N26086-0,103
N39168-0,103
N7494-1,103
N8863-0,102
N19924-0,102
N41447-0,102
N37009-1,102
N28968-0,102
N44342-0,102
N21712-1,102
N5103-0,102
N50688-1,102
N23269-0,102
N62395-1,101
N9047-1,101
N58967-0,101
N61463-1,101
N64044-0,101
N28046-1,101
N13854-0,101
N25546-1,101
N59908-0,101
N1433-0,101
N26624-0,101
N1965-0,101
N578-0,101
N1985-0,101
N36624-1,101
N17586-1,101
N48610-0,101
N17583-0,101
N9607-0,100
N52741-0,100
N35406-0,100
N57592-0,100
N12579-1,100
N5975-0,100
N42672-0,100
N25128-0,100
N12702-0,100
N15707-0,100
N34674-0,100
N32412-0,100
N35305-1,100
N46098-0,100
N44910-0,100
N19438-0,100
N13657-0,100
N11675-0,99
N34959-0,99
N49491-1,99
N25295-1,99
N17786-0,99
N5980-1,99
N11796-0,99
N61514-0,99
N65187-0,99
N25624-1,99
N61632-0,99
N47335-0,98
N50207-0,98
N52921-0,98
N29141-0,98
N53170-0,98
N56076-0,98
N55132-1,98
N61081-0,98
N52649-0,98
N55096-0,98
N50389-1,98
N9473-1,98
N3930-1,97
N43803-0,97
N51006-1,97
N2553-0,97
N37019-1,97
N31706-0,97
N50070-0,97
N64724-0,97
N15694-0,97
N4912-1,97
N20972-0,97
N47006-1,96
N18378-1,96
N39978-1,96
N16560-0,96
N58638-0,96
N36850-1,96
N35644-0,96
N17087-1,96
N43789-1,96
N52409-1,96
N6829-0,96
N20630-0,96
N6342-1,96
N61730-0,96
N5734-0,96
N20729-1,96
N24146-0,96
N30426-0,96
N56701-0,96
N14671-0,96
N7125-0,96
N39451-0,96
N44516-1,95
N50515-0,95
N56884-0,95
N43733-0,95
N47357-0,95
N48352-0,95
N48578-1,95
N63759-0,95
N57768-0,95
N11988-0,95
N49050-0,95
N64439-0,95
N46156-0,95
N8559-1,95
N39489-0,95
N54993-0,95
N10264-0,94
N50152-0,94
N42597-1,94
N5025-0,94
N25471-1,94
N57998-0,94
N64852-0,94
N22600-0,94
N41852-0,94
N4105-0,94
N29001-1,94
N28698-0,94
N24509-1,94
N55268-0,94
N49529-0,94
N56502-0,94
N4278-0,93
N21882-1,93
N19345-0,93
N58410-1,93
N5448-0,93
N29945-0,93
N14097-0,93
N45032-0,93
N8673-0,93
N35273-1,93
N59457-0,93
N4689-0,93
N50868-0,93
N20841-0,93
N8191-1,93
N706-1,92
N38869-1,92
N6379-1,92
N2060-0,92
N4663-1,92
N48958-1,92
N47717-1,92
N29488-0,92
N56137-0,92
N11366-0,92
N58003-1,92
N13369-1,92
N36003-1,92
N29541-0,92
N43745-0,92
N20102-0,91
N26189-0,91
N61722-0,91
N32144-1,91
N57689-0,91
N36258-0,91
N63311-0,91
N56901-0,91
N65168-0,91
N59801-0,91
N29619-0,91
N25605-1,91
N60678-0,91
N56294-0,91
N54501-0,91
N28983-1,91
N28413-1,91
N33125-0,91
N49076-0,91
N25911-0,91
N47290-0,91
N63786-1,91
N8353-0,91
N19685-0,91
N12302-0,90
N46213-0,90
N22298-0,90
N53894-0,90
N6658-1,90
N26453-0,90
N51750-0,90
N54666-1,90
N20568-0,90
N36854-0,90
N35011-0,90
N1236-0,90
N58345-1,90
N61373-0,90
N58016-0,90
N53095-0,90
N12168-1,90
N46159-0,90
N59427-0,90
N51285-1,90
N166-1,90
N51346-1,89
N39187-1,89
N5955-0,89
N48925-0,89
N63372-0,89
N18650-0,89
N29922-0,89
N24037-0,89
N30033-0,89
N56959-0,89
N49527-0,89
N62268-0,89
N59931-0,89
N64482-1,89
N7419-1,89
N18065-0,89
N16166-1,89
N25722-1,88
N16549-0,88
N52875-0,88
N42787-0,88
N1180-1,88
N9436-0,88
N34830-0,88
N5116-0,88
N55631-1,88
N3031-1,88
N18529-1,88
N159-0,88
N10688-1,87
N60960-0,87
N22423-0,87
N21857-0,87
N64103-0,87
N30135-1,87
N40094-0,87
N62197-0,87
N11381-0,87
N33332-0,87
N17629-0,87
N48890-1,87
N18151-1,87
N54988-1,87
N45375-1,87
N11534-0,87
N32174-0,87
N9778-0,87
N56479-0,87
N12800-1,87
N1215-0,86
N48965-0,86
N25347-0,86
N52989-0,86
N19911-1,86
N37142-0,86
N17340-1,86
N21093-0,86
N61371-0,86
N24207-1,86
N27289-1,86
N65151-0,86
N28943-0,86
N49973-0,86
N58499-1,86
N36612-1,86
N25938-0,86
N15519-0,86
N37664-0,86
N54274-1,86
N45389-1,86
N52193-0,85
N50329-1,85
N61214-1,85
N16218-0,85
N32548-0,85
N313-0,85
N15435-1,85
N6814-0,85
N57818-1,85
N32928-0,85
N57032-1,85
N34711-0,85
N16718-0,85
N57628-0,85
N31371-0,85
N39047-0,85
N17307-1,85
N4481-0,85
N23833-0,85
N30252-0,85
N11768-1,85
N41826-0,85
N60932-1,84
N42579-0,84
N38239-0,84
N12301-0,84
N62070-1,84
N54055-0,84
N14257-0,84
N12656-0,84
N5276-0,84
N61051-0,84
N45704-1,84
N32395-0,84
N26703-0,84
N55645-1,84
N23025-0,84
N43574-0,84
N49487-1,84
N7547-0,84
N47842-0,84
N53907-1,83
N15224-1,83
N37533-1,83
N50314-1,83
N9135-1,83
N5009-0,83
N60727-0,83
N51986-0,83
N14261-0,83
N54398-0,83
N14093-0,83
N50773-0,83
N56952-0,83
N57974-0,83
N179-0,83
N26997-0,83
N2129-0,83
N11975-0,83
N60281-0,83
N30188-1,83
N10774-0,83
N13035-0,83
N62402-0,83
N7342-0,83
N2058-0,83
N3075-0,83
N47960-0,82
N56120-0,82
N58636-0,82
N55644-0,82
N3285-1,82
N15128-0,82
N50484-1,82
N21358-0,82
N25444-1,82
N21784-0,82
N58431-0,82
N12526-0,82
N16826-0,82
N40495-1,82
N20702-0,82
N45505-0,82
N44493-0,82
N37111-0,82
N37746-0,82
N10857-0,82
N48475-0,81
N27577-0,81
N5940-0,81
N64968-1,81
N38404-1,81
N8236-0,81
N23575-0,81
N50011-0,81
N9139-1,80
N42384-0,80
N48504-0,80
N53698-0,80
N24459-0,80
N39598-0,80
N31438-0,80
N40071-1,80
N36455-0,80
N45076-1,80
N12549-0,80
N24466-0,80
N51220-0,80
N36621-1,80
N12022-0,80
N46725-0,80
N53687-0,80
N46878-1,80
N61359-1,80
N7947-0,80
N17020-0,80
N20824-1,80
N2444-0,80
N12446-1,79
N49406-0,79
N38836-0,79
N47057-0,79
N26213-0,79
N16342-1,79
N26271-0,79
N23177-0,79
N3858-0,79
N42972-0,79
N47040-0,79
N33-1,79
N48019-1,79
N33456-0,79
N22407-1,79
N17115-1,79
N55593-0,79
N53054-1,78
N64543-1,78
N7130-0,78
N17607-0,78
N61811-1,78
N18406-1,78
N43330-0,78
N18349-0,78
N30667-0,78
N57780-0,78
N28132-1,78
N57591-0,78
N22816-1,78
N926-1,78
N7868-0,78
N58143-0,78
N25867-1,78
N11968-0,78
N37753-1,78
N22829-0,78
N43383-0,78
N57267-0,78
N41972-0,78
N33415-0,78
N35393-1,78
N39199-0,78
N16635-0,78
N48920-1,78
N26783-0,78
N23336-0,77
N21646-0,77
N57604-1,77
N51182-0,77
N12377-1,77
N26590-0,77
N23827-0,77
N44958-0,77
N2965-0,77
N16463-1,77
N17924-0,77
N30664-0,77
N18213-0,77
N59161-0,77
N61032-1,77
N41008-0,77
N7800-0,77
N54300-1,76
N2552-0,76
N50757-0,76
N45798-0,76
N21656-1,76
N29735-1,76
N26525-0,76
N40636-0,76
N38490-1,76
N55555-1,76
N6932-0,76
N27437-1,76
N9415-0,76
N20134-1,76
N61281-0,76
N23429-1,76
N54010-0,76
N63309-0,76
N11769-1,76
N7631-0,75
N11039-0,75
N19353-0,75
N55843-0,75
N45734-1,75
N11306-0,75
N15119-0,75
N29534-0,75
N14818-0,75
N64381-0,75
N34092-0,75
N27932-1,75
N3517-1,75
N2-1,75
N26649-1,75
N10883-0,75
N51553-1,75
N58553-1,75
N61822-1,75
N28568-0,75
N63570-0,74
N34620-0,74
N1903-0,74
N57484-0,74
N40936-0,74
N13833-0,74
N28931-0,74
N30184-0,74
N46022-0,74
N25748-0,74
N3821-1,74
N54752-1,74
N31753-0,74
N8687-1,74
N8456-0,74
N14440-1,74
N49948-0,73
N34724-1,73
N44324-1,73
N41380-1,73
N25380-0,73
N52040-0,73
N11923-0,73
N34344-0,73
N26556-0,73
N21297-1,73
N6930-0,73
N13661-0,73
N35854-1,73
N62366-1,73
N16777-1,73
N23032-0,73
N62895-0,73
N22320-1,72
N963-0,72
N31504-1,72
N59142-1,72
N19050-1,72
N51500-0,72
N37888-0,72
N36638-1,72
N59450-0,72
N31359-0,72
N1680-1,72
N28847-0,72
N17381-0,72
N45887-0,72
N52039-0,72
N23260-0,72
N29553-0,72
N14170-1,72
N53886-1,72
N46821-1,72
N8262-0,71
N39210-0,71
N24200-0,71
N21138-0,71
N41354-1,71
N36016-1,71
N26469-0,71
N6853-0,71
N26795-1,71
N37279-0,71
N28497-0,71
N36681-1,71
N61693-0,71
N2568-0,71
N51150-0,71
N5075-1,71
N5048-1,71
N63211-0,71
N45023-0,71
N24643-0,71
N64515-0,71
N37994-1,70
N62269-0,70
N26003-0,70
N40889-0,70
N42088-0,70
N40123-0,70
N45916-0,70
N40435-0,70
N43869-1,70
N2454-0,70
N22849-0,70
N59887-1,70
N10121-1,70
N29490-1,70
N35847-1,70
N46258-1,70
N31556-1,70
N33947-0,70
N16988-0,70
N10799-0,70
N63823-0,70
N48664-0,70
N21479-1,70
N53848-1,70
N43530-0,70
N9009-1,69
N27267-0,69
N17313-0,69
N37451-0,69
N12214-0,69
N9059-0,69
N64811-0,69
N60864-0,69
N64745-1,69
N25467-1,69
N23784-1,69
N51455-0,69
N32387-1,69
N44249-1,69
N42518-0,69
N13658-0,69
N50888-0,69
N26388-0,69
N43386-1,69
N57713-1,69
N30742-0,69
N62391-1,69
N42698-1,69
N43699-0,69
N28282-0,68
N18103-1,68
N55340-0,68
N49706-0,68
N924-0,68
N7443-0,68
N45561-1,68
N13580-1,68
N1578-0,68
N26721-1,68
N47267-1,68
N58748-0,68
N27770-0,68
N13460-0,68
N30717-0,68
N20043-1,68
N20533-0,68
N62621-0,68
N12424-1,68
N11384-0,68
N5688-1,68
N15137-0,68
N62610-0,68
N43421-0,68
N57981-0,68
N65027-1,68
N29797-0,68
N37781-1,68
N50322-0,68
N6580-0,68
N4722-0,68
N21128-1,68
N61962-1,67
N9805-0,67
N39707-0,67
N38263-1,67
N44399-1,67
N49108-0,67
N46123-0,67
N29839-1,67
N11869-1,67
N28110-0,67
N26154-0,67
N15898-0,67
N40882-0,67
N50195-0,67
N19162-0,67
N19511-0,67
N45590-1,67
N5364-1,67
N63531-0,67
N23503-0,67
N29190-0,67
N27760-0,67
N19871-0,67
N59713-1,67
N50138-1,67
N43487-1,67
N49956-1,67
N7365-0,67
N61320-1,67
N5423-0,67
N21879-0,67
N34871-0,67
N61536-0,66
N59814-0,66
N28899-1,66
N59088-1,66
N14711-0,66
N14408-1,66
N52424-1,66
N2875-0,66
N23716-0,66
N24608-0,66
N52471-1,66
N45340-0,66
N57866-0,66
N39738-0,66
N50595-0,66
N45368-0,66
N15160-1,66
N31289-1,66
N53715-0,66
N46910-0,66
N53615-1,66
N43629-0,65
N22565-0,65
N7202-0,65
N6911-0,65
N50592-1,65
N382-0,65
N41569-1,65
N29690-0,65
N50822-0,65
N40043-0,65
N38770-0,65
N24965-0,65
N16447-0,65
N35093-0,65
N31326-0,65
N47067-1,65
N44865-0,65
N22592-0,65
N44252-0,65
N13520-0,65
N10551-1,65
N59478-0,65
N962-1,65
N29228-0,65
N27976-0,64
N62762-1,64
N22408-1,64
N60988-0,64
N46185-0,64
N2960-1,64
N25414-1,64
N2104-0,64
N12721-0,64
N34668-1,64
N4954-0,64
N59463-0,64
N21036-1,64
N37517-0,64
N51531-0,64
N4820-0,64
N20527-1,64
N46589-0,64
N1518-0,64
N63142-0,64
N42922-1,64
N20081-0,63
N7965-0,63
N57860-0,63
N41306-0,63
N51489-1,63
N57420-0,63
N42803-1,63
N47149-1,63
N57733-1,63
N11032-0,63
N14488-0,63
N57011-0,63
N36351-1,63
N64327-0,63
N41165-1,63
N12492-1,63
N61566-0,63
N34600-1,63
N16700-0,63
N56807-0,63
N54987-0,63
N48494-0,63
N6198-0,63
N57187-0,63
N11199-0,63
N64486-0,63
N6857-1,63
N16489-0,63
N39500-0,63
N2994-0,63
N15344-0,63
N11961-0,63
N63516-0,63
N52180-1,62
N22825-1,62
N60868-0,62
N23587-0,62
N25625-0,62
N53350-0,62
N9505-0,62
N43415-1,62
N17231-1,62
N50302-1,62
N55548-0,62
N60855-0,62
N2678-0,62
N30631-0,62
N5832-0,62
N31329-0,62
N52773-1,62
N65224-0,62
N41285-1,62
N23583-0,62
N55894-0,62
N30920-1,62
N59143-0,62
N288-1,62
N3257-0,62
N2169-1,62
N48722-0,62
N21544-0,62
N32015-1,62
N483-0,62
N3718-0,62
N45470-0,62
N35282-0,62
N37338-1,61
N5369-0,61
N11380-0,61
N31406-1,61
N9271-1,61
N2864-0,61
N49194-1,61
N58848-1,61
N41039-0,61
N15761-1,61
N20901-0,61
N57670-0,61
N50097-0,61
N31050-1,61
N51330-1,61
N52163-0,61
N31893-1,61
N35757-0,61
N4485-1,61
N32097-1,61
N40171-1,61
N35671-1,61
N8756-0,61
N9739-0,61
N17252-1,61
N17130-1,61
N60296-0,61
N50879-0,60
N60197-0,60
N42522-0,60
N10754-1,60
N42416-0,60
N44623-0,60
N51478-1,60
N23174-1,60
N34110-1,60
N62275-0,60
N11940-1,60
N8855-1,60
N51355-0,60
N30691-0,60
N9910-0,60
N61057-0,60
N23085-1,60
N28303-0,60
N17072-1,60
N28710-0,60
N12769-0,60
N64615-0,60
N39320-0,60
N64933-0,60
N40380-1,60
N6094-0,60
N14345-0,59
N6812-0,59
N16915-1,59
N55743-1,59
N30714-0,59
N646-1,59
N35812-0,59
N31279-0,59
N59693-0,59
N60621-0,59
N20136-0,59
N60643-0,59
N57368-1,59
N61950-1,59
N16035-0,59
N46845-1,59
N44146-1,59
N56820-0,59
N23499-0,59
N10088-0,59
N37330-0,59
N19092-1,59
N3697-1,59
N25091-0,59
N56517-1,59
N52055-0,59
N19727-0,59
N39895-0,59
N8918-0,59
N63529-0,59
N6894-0,59
N29424-0,59
N31679-1,59
N5615-0,59
N43460-1,59
N12627-1,58
N29801-1,58
N22607-0,58
N22163-0,58
N28767-1,58
N62093-1,58
N27417-0,58
N33120-0,58
N36086-1,58
N52433-1,58
N37729-0,58
N16118-1,58
N57385-1,58
N37967-0,58
N30619-1,58
N65058-0,58
N54394-0,58
N46477-1,58
N26130-1,58
N6953-1,58
N10536-0,58
N64829-0,58
N45765-0,58
N16465-0,58
N60681-0,58
N59783-0,58
N45839-0,58
N24014-0,58
N45366-1,58
N63646-1,58
N34820-0,58
N59857-0,58
N32785-0,58
N15973-0,58
N38985-0,58
N20076-1,58
N17175-0,58
N57171-0,58
N35989-0,58
N27742-0,58
N25212-1,58
N15171-0,58
N30035-1,58
N32880-0,58
N29854-1,58
N64195-0,57
N28862-1,57
N17524-0,57
N60103-0,57
N3734-0,57
N51975-1,57
N55411-1,57
N5774-0,57
N53783-0,57
N31156-0,57
N61429-0,57
N50256-0,57
N25163-1,57
N58572-1,57
N3167-1,57
N21428-1,57
N63958-1,57
N16419-1,57
N60252-0,57
N60337-0,57
N61742-1,57
N23563-1,57
N1657-0,57
N54603-0,57
N57939-0,57
N28084-0,57
N11253-0,57
N5517-0,57
N2171-0,57
N10840-1,57
N52314-0,57
N61595-1,57
N36119-0,57
N12598-0,57
N35161-0,57
N9887-0,56
N21141-0,56
N4156-1,56
N1951-1,56
N26555-0,56
N56505-0,56
N5339-0,56
N33435-0,56
N40653-0,56
N6854-0,56
N53940-0,56
N55364-0,56
N50791-1,56
N53043-0,56
N7754-1,56
N34956-1,56
N3083-0,56
N7891-1,56
N63796-1,56
N48764-0,56
N64876-0,56
N30813-0,56
N23162-1,56
N31516-0,56
N21173-0,56
N20444-0,56
N54879-0,56
N60931-0,56
N55008-0,56
N36689-1,56
N17258-0,56
N36259-0,56
N40468-1,56
N48064-1,56
N57716-1,56
N51634-1,56
N10746-1,56
N37500-0,56
N17333-0,56
N60558-0,56
N55371-0,56
N34865-0,55
N6727-0,55
N36786-1,55
N49178-0,55
N62155-0,55
N46111-0,55
N27516-0,55
N35803-0,55
N54232-1,55
N22061-1,55
N36569-0,55
N64632-1,55
N33577-0,55
N58569-1,55
N43518-0,55
N10560-0,55
N32078-0,55
N60975-0,55
N52988-0,55
N16084-0,55
N26781-0,55
N12629-0,55
N8878-0,55
N1014-0,55
N62967-0,55
N7660-0,55
N63091-0,55
N59785-0,55
N58502-0,55
N15477-0,55
N28835-0,55
N36931-1,55
N18423-1,55
N47346-1,55
N31395-1,55
N54156-0,55
N35094-1,55
N933-0,54
N52637-0,54
N45550-1,54
N32330-0,54
N37477-0,54
N9215-1,54
N348-0,54
N36984-0,54
N39008-0,54
N60805-0,54
N43847-0,54
N7928-0,54
N23295-0,54
N61622-0,54
N23760-1,54
N19903-1,54
N633-0,54
N28735-1,54
N12551-0,54
N29822-1,54
N4854-1,54
N30017-0,54
N55913-1,54
N955-0,54
N41979-1,54
N37395-0,54
N3179-1,54
N28300-0,54
N37673-1,54
N29398-0,54
N4955-0,54
N36933-1,54
N61213-0,54
N47889-1,54
N35236-0,54
N59407-1,54
N11694-0,53
N59722-0,53
N42397-1,53
N21915-1,53
N32195-0,53
N14831-0,53
N2035-0,53
N13220-0,53
N49483-1,53
N13152-0,53
N41368-0,53
N56355-1,53
N63480-0,53
N53696-1,53
N44737-1,53
N37190-1,53
N22718-0,53
N62645-0,53
N8907-1,53
N63899-0,53
N9163-1,53
N15240-0,53
N35213-0,53
N48132-0,53
N35609-0,53
N33204-0,53
N34203-0,53
N22811-0,53
N53587-1,52
N33700-0,52
N46200-0,52
N51195-1,52
N10232-0,52
N46342-0,52
N63174-1,52
N64184-1,52
N53515-1,52
N19257-0,52
N33005-1,52
N60858-1,52
N6129-0,52
N55613-0,52
N37139-0,52
N45896-0,52
N37870-1,52
N30212-0,52
N45742-1,52
N62529-0,52
N33848-1,52
N19004-0,52
N7364-0,52
N33935-0,52
N6458-1,52
N9822-0,52
N38350-0,52
N8374-0,52
N35320-0,52
N28356-0,52
N52693-0,52
N63560-0,52
N7840-1,52
N3059-0,52
N13235-0,52
N47942-1,52
N36946-0,51
N27276-0,51
N49514-0,51
N3589-1,51
N46092-0,51
N64009-1,51
N33575-0,51
N18403-1,51
N43370-1,51
N9960-0,51
N58051-1,51
N61378-0,51
N51970-1,51
N35475-0,51
N27480-0,51
N19875-0,51
N22301-0,51
N17006-0,51
N34396-0,51
N33563-0,51
N32260-0,51
N19387-0,51
N63580-0,51
N9382-0,51
N61517-0,51
N12850-1,51
N42588-0,51
N46586-1,51
N56947-0,51
N8242-1,51
N61760-1,51
N36912-0,51
N15275-0,51
N16283-0,51
N42365-0,51
N16130-0,51
N41526-0,51
N23927-0,51
N3069-0,51
N57995-0,51
N49200-1,51
N6947-0,51
N48847-0,51
N30295-1,50
N30490-0,50
N34400-1,50
N20219-0,50
N26728-0,50
N55207-1,50
N19200-0,50
N16772-0,50
N63832-0,50
N31701-0,50
N977-0,50
N32780-0,50
N20231-0,50
N36348-1,50
N13094-1,50
N28203-1,50
N27716-0,50
N41846-0,50
N15404-0,50
N48022-0,50
N61006-1,50
N5550-0,50
N17839-0,50
N51229-0,50
N51364-0,50
N39015-1,50
N19484-0,50
N61852-0,50
N43999-0,50
N625-0,50
N40691-0,50
N38206-0,50
N20428-1,50
N56924-0,50
N3089-0,50
N17301-0,50
N45065-0,50
N17069-1,50
N6858-0,50
N14225-0,50
N45298-0,50
N22230-1,50
N38319-0,50
N4550-0,50
N17859-0,50
N5886-0,50
N44928-0,50
N37199-1,49
N25225-0,49
N17238-0,49
N1102-0,49
N39531-1,49
N20083-0,49
N12544-0,49
N7670-1,49
N23425-0,49
N7431-1,49
N57322-0,49
N24301-1,49
N31552-0,49
N62750-1,49
N32519-1,49
N615-0,49
N36807-0,49
N9506-0,49
N4428-1,49
N352-0,49
N55640-0,49
N26415-1,49
N35382-0,49
N38949-1,49
N59469-1,49
N40318-1,49
N21753-1,49
N43266-1,49
N50861-0,49
N806-0,49
N18956-0,49
N21196-0,49
N35204-0,49
N45422-1,49
N52667-0,49
N32846-1,49
N4731-0,49
N1289-1,49
N65118-1,49
N61286-0,49
N3769-0,49
N2348-0,48
N7927-1,48
N43420-0,48
N50601-1,48
N57527-1,48
N65209-0,48
N12112-0,48
N47406-0,48
N18978-1,48
N39461-1,48
N57844-1,48
N14520-1,48
N61898-0,48
N8941-0,48
N24168-0,48
N12325-1,48
N52579-0,48
N55275-1,48
N14924-0,48
N51966-0,48
N51912-0,48
N47794-0,48
N39837-0,48
N21384-0,48
N51908-0,48
N39878-0,48
N19926-0,48
N58301-1,48
N5497-1,48
N38662-1,48
N35599-0,48
N36553-0,48
N40605-0,48
N11569-0,48
N42265-0,48
N54392-0,48
N475-0,48
N29198-0,48
N2439-0,48
N62202-0,48
N18828-0,48
N56710-0,48
N8400-1,48
N57459-1,48
N3415-1,48
N19600-0,48
N7726-0,48
N36703-1,48
N60236-0,48
N55302-0,47
N31294-0,47
N37007-0,47
N23129-1,47
N10116-1,47
N29826-0,47
N51506-1,47
N30519-0,47
N65081-0,47
N29218-1,47
N33618-0,47
N21484-1,47
N64646-0,47
N3541-1,47
N58490-0,47
N51462-0,47
N37497-1,47
N1604-1,47
N39184-0,47
N4386-0,47
N59298-0,47
N28918-1,47
N8128-0,47
N45173-1,47
N17169-0,47
N23873-0,47
N45991-0,47
N53962-0,47
N46012-0,47
N5838-0,47
N55488-1,47
N34451-1,47
N37096-0,47
N13461-0,47
N3506-1,47
N25527-0,47
N12593-0,47
N58054-1,47
N23089-1,47
N41673-0,47
N39267-1,46
N63159-0,46
N60613-0,46
N7220-0,46
N9158-1,46
N16234-0,46
N37738-0,46
N47565-0,46
N60045-0,46
N9746-0,46
N32890-1,46
N20521-0,46
N47148-0,46
N34292-0,46
N21042-0,46
N53839-0,46
N45599-0,46
N23864-1,46
N16044-0,46
N22601-0,46
N14512-0,46
N3461-0,46
N40438-1,46
N25240-0,46
N64885-0,46
N60986-0,46
N42710-0,46
N39949-1,46
N45168-0,46
N56551-0,46
N47870-0,46
N32490-0,46
N45211-1,46
N31505-0,46
N17195-1,46
N59913-0,46
N29964-1,46
N9719-1,46
N28932-0,46
N58426-0,46
N38027-0,46
N46283-1,46
N42815-0,46
N63162-0,46
N17357-1,46
N27198-1,46
N47689-0,46
N27583-1,46
N16934-0,46
N10747-0,46
N7895-0,46
N30100-0,46
N22684-0,46
N52810-0,46
N36288-1,46
N1113-0,46
N349-1,46
N60585-1,46
N20178-1,46
N1952-1,46
N52678-0,46
N16657-0,46
N10371-0,46
N18546-0,46
N56685-0,46
N41842-1,46
N22838-0,45
N17721-0,45
N55492-0,45
N20205-0,45
N62570-1,45
N10442-0,45
N60606-1,45
N5324-0,45
N52662-1,45
N43451-0,45
N51115-0,45
N46338-0,45
N15596-0,45
N58814-1,45
N4329-0,45
N27788-0,45
N696-0,45
N53087-0,45
N47872-0,45
N51976-0,45
N32011-0,45
N29952-1,45
N25259-0,45
N3339-1,45
N48416-1,45
N30814-1,45
N34086-0,45
N27879-0,45
N3116-0,45
N51711-0,45
N20270-1,45
N55355-0,45
N23113-0,45
N20486-1,45
N38311-1,45
N9457-1,45
N29832-0,45
N28934-1,45
N60993-0,45
N57014-1,45
N5514-0,45
N52554-1,45
N20249-0,45
N65212-0,45
N38315-1,45
N7372-0,45
N35917-0,45
N5288-1,45
N36413-0,45
N5889-1,44
N18140-0,44
N48345-0,44
N8451-0,44
N53654-0,44
N52857-0,44
N9797-0,44
N53899-1,44
N61296-1,44
N27740-0,44
N19232-0,44
N28273-0,44
N45261-0,44
N11204-0,44
N24265-0,44
N50014-1,44
N28170-0,44
N19053-0,44
N12071-0,44
N3498-0,44
N58875-0,44
N1865-0,44
N62339-0,44
N45267-0,44
N12999-0,44
N55281-1,44
N6916-1,44
N17140-1,44
N45777-0,44
N38915-0,44
N58549-1,44
N14285-1,44
N45442-1,44
N37800-0,44
N22096-0,44
N59213-0,44
N30454-1,44
N44314-0,44
N53117-0,44
N2578-1,44
N17104-1,44
N2869-1,44
N30687-0,44
N36272-0,44
N14513-0,44
N13816-1,44
N39443-0,44
